"","X","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q65","QID1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q14","Q15","Q16","Q17","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q26","Q27","Q30","Q29","Q28","AB1","AB3","AB4","AB5","AB8","AB10","AB11","V14","V16","V17","V19","V21","V22","D25","D26","D28","D31","D32","D34","D35","Q67","Q68","Q69","Q70","Q71","Q63","Q64","Q54","Q65.1","Q64.1","Q63.1","Q62","Q80","Q83","Q82","Q81","Q66","Q68.1","Q78","Q71.1","Q77","Q74","Q69.1","Q70.1","Q67.1","opp","gc","term","cintid","ProjectToken","gid","sname","TolunaEnc","Q_BallotBoxStuffing","Q_RelevantIDDuplicate","Q_RelevantIDDuplicateScore","Q_RecaptchaScore","Q_RelevantIDFraudScore","Q_TotalDuration","Q_CHL","GeoIP","careless_long","irv","irv2","flag"
"316",318,"2021-10-11 15:01:30","2021-10-11 15:05:42",0,"72.26.25.221",100,251,1,"2021-10-11 15:05:42","R_24LOXBeQi84vfRU",NA,NA,NA,NA,30.3587036132812,-95.6856994628906,"anonymous","EN",4,5,7,4,2,5,5,4,2,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,4,5,2,1,1,1,2,1,5,1,2,"Home maker ",2,3,4,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"ffc5c687-77f5-dd8d-6333-f1eee9e5156c","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,251,"anonymous",NA,18,0.5,1.4142135623731,"Flagged"
"317",319,"2021-10-11 14:59:28","2021-10-11 15:05:52",0,"65.102.35.48",100,383,1,"2021-10-11 15:05:53","R_2PjItpUAgatT0hs",NA,NA,NA,NA,45.5191955566406,-122.690101623535,"anonymous","EN",4,5,7,5,1,5,5,5,1,5,5,5,3,1,2,3,4,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,2,5,"senior manager",1,3,3,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"","a67378c3-e3e1-ac94-26db-d262fb38255f",100240,"bzPEvqDgvTUIUeJ2U89a9Z-yJsg",3706,NA,NA,NA,NA,NA,383,"anonymous",NA,31,0,2,"Flagged"
"318",320,"2021-10-11 14:56:04","2021-10-11 15:05:59",0,"76.24.46.108",100,594,1,"2021-10-11 15:05:59","R_3EF6SzuLQoWkIne",NA,NA,NA,NA,42.7239990234375,-71.4789962768555,"anonymous","EN",4,4,6,4,2,4,4,4,4,2,2,4,6,5,6,5,5,6,2,2,2,3,3,6,5,5,5,6,6,4,4,4,3,3,3,4,4,5,4,4,4,4,4,3,3,4,4,5,4,5,3,3,1,5,3,1,5,5,4,3,2,4,4,4,4,1,13,2,2,"Lead machine operator ",2,5,3,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"","a67378c3-e3e1-ac94-26db-d262fb38255f",100237,"bzPEvqDgvTUIUeJ2U89a9Z-yJsg",3655,NA,NA,NA,NA,NA,594,"anonymous",NA,5,0.5,1,"use"
"319",321,"2021-10-11 15:00:19","2021-10-11 15:06:11",0,"107.77.198.32",100,351,1,"2021-10-11 15:06:11","R_3PTCSPIDSfFJ8tf",NA,NA,NA,NA,32.7796936035156,-96.8022003173828,"anonymous","EN",4,3,6,4,3,2,4,4,3,4,2,5,5,1,5,5,4,3,4,2,5,3,2,4,3,4,2,4,2,3,4,2,4,4,3,5,4,4,4,2,5,5,2,4,4,5,3,5,4,1,3,1,3,1,3,1,2,2,2,2,2,3,1,3,2,1,4,1,1,"Consultant ",2,5,8,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"c9b70c09-2c1d-1e1c-11bd-3b9cb8f34ee4","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,351,"anonymous",NA,5,1,0.5,"use"
"320",322,"2021-10-11 15:03:27","2021-10-11 15:08:15",0,"68.43.53.164",100,287,1,"2021-10-11 15:08:16","R_3JDSRwcHghpzPK0",NA,NA,NA,NA,42.7904968261719,-83.6127014160156,"anonymous","EN",4,3,6,3,2,5,3,4,1,4,4,3,5,6,6,7,6,6,7,5,7,6,6,5,7,6,5,4,6,5,4,4,5,5,4,5,5,6,4,5,6,4,6,6,6,6,5,5,5,5,5,5,4,5,4,2,3,4,4,4,5,1,1,2,2,1,2,2,2,"The jobs job",2,1,8,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"311ec77e-ae45-26fe-b8ca-f035bb5fcf95","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,287,"anonymous",NA,6,0.816496580927726,1.4142135623731,"Flagged"
"321",323,"2021-10-11 15:03:04","2021-10-11 15:08:16",0,"71.30.89.81",100,311,1,"2021-10-11 15:08:17","R_1jBTzY8ips6bL69",NA,NA,NA,NA,40.0731964111328,-82.4017028808594,"anonymous","EN",4,4,6,3,2,3,4,2,3,3,3,2,5,3,5,4,6,6,3,4,4,4,5,2,5,5,6,6,4,4,3,3,2,4,4,4,3,3,3,4,3,4,3,3,3,3,2,4,4,5,5,5,4,5,5,4,5,5,5,4,2,4,4,4,4,1,10,4,2,"Manager",3,2,1,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"76cb22c1-43d4-c040-6d75-15e07fca022d","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,311,"anonymous",NA,4,0.5,0.816496580927726,"use"
"322",324,"2021-10-11 15:00:57","2021-10-11 15:08:22",0,"172.101.163.12",100,444,1,"2021-10-11 15:08:22","R_3kHUygzwaXAyWz5",NA,NA,NA,NA,43.1701965332031,-77.6922988891602,"anonymous","EN",4,2,2,2,4,1,1,1,1,1,1,1,4,2,3,2,3,5,2,2,4,5,5,6,3,5,6,4,6,5,5,4,4,2,2,4,3,5,5,5,5,3,4,4,2,5,5,5,5,5,3,5,3,5,5,2,5,5,5,5,2,5,5,5,5,1,11,2,5,"it installer troubleshooter",2,6,8,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"","a67378c3-e3e1-ac94-26db-d262fb38255f",100241,"bzPEvqDgvTUIUeJ2U89a9Z-yJsg",3723,NA,NA,NA,NA,NA,444,"anonymous",NA,7,1,0,"Flagged"
"323",325,"2021-10-11 15:01:35","2021-10-11 15:09:09",0,"71.66.104.81",100,453,1,"2021-10-11 15:09:09","R_3I9r3VnxQjXrOcM",NA,NA,NA,NA,39.4642028808594,-87.3531036376953,"anonymous","EN",4,5,6,5,2,5,5,5,2,4,5,5,6,4,7,3,2,3,4,1,3,4,2,4,2,4,4,2,2,4,6,4,6,4,3,5,6,4,6,6,6,5,6,6,5,6,5,6,5,1,3,4,5,4,2,1,4,1,4,5,4,4,5,5,4,1,11,6,2,"ceo",1,5,8,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"","a67378c3-e3e1-ac94-26db-d262fb38255f",100243,"bzPEvqDgvTUIUeJ2U89a9Z-yJsg",3757,NA,NA,NA,NA,NA,453,"anonymous",NA,3,1,1.4142135623731,"use"
"324",326,"2021-10-11 15:02:55","2021-10-11 15:09:45",0,"172.58.6.134",100,410,1,"2021-10-11 15:09:46","R_2VdwUHEOKzN6vkp",NA,NA,NA,NA,33.7042999267578,-84.3741989135742,"anonymous","EN",4,4,6,4,2,4,5,3,1,4,5,4,4,2,5,3,4,4,5,5,5,4,6,4,5,4,4,6,4,5,4,5,4,3,4,5,4,4,4,5,3,5,4,4,5,2,4,6,5,5,5,5,2,5,4,2,5,5,5,3,3,4,5,4,3,8,10,2,1,NA,4,2,7,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"9304f72e-943e-ea70-a29a-c02f7321f5c3","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,410,"anonymous",NA,4,0.5,1.70782512765993,"use"
"325",327,"2021-10-11 15:03:43","2021-10-11 15:09:51",0,"173.26.67.19",100,368,1,"2021-10-11 15:09:52","R_1Cl7xnk4AEWoQW3",NA,NA,NA,NA,39.1235046386719,-88.5671997070312,"anonymous","EN",4,4,1,2,1,2,2,2,3,2,1,2,3,1,4,3,3,3,1,2,2,3,4,4,1,2,6,2,7,5,2,1,1,4,1,4,5,4,2,5,5,4,4,2,2,4,2,4,3,5,5,5,2,5,3,2,5,5,5,5,2,4,3,2,3,1,10,6,2,"Associate",4,2,3,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"4e631a21-eea8-fa91-c595-2d4894b195cd","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,368,"anonymous",NA,4,1.4142135623731,0.5,"use"
"326",328,"2021-10-11 15:03:59","2021-10-11 15:09:54",0,"174.100.235.131",100,354,1,"2021-10-11 15:09:54","R_6KWlORS8m6GVR05",NA,NA,NA,NA,39.9452056884766,-82.9738006591797,"anonymous","EN",4,4,6,5,2,5,3,4,1,4,3,3,5,4,5,6,6,5,5,4,4,6,5,4,5,4,5,6,5,3,4,4,3,4,3,5,4,3,4,6,5,4,5,4,5,4,6,5,4,5,5,5,4,5,4,1,5,5,5,4,3,3,4,5,4,8,3,2,1,"Laborer",4,3,4,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"a9c7974b-953c-784d-61ff-a0ecab51f0a7","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,354,"anonymous",NA,3,1.25830573921179,1.4142135623731,"use"
"327",329,"2021-10-11 15:00:34","2021-10-11 15:10:04",0,"73.101.18.139",100,569,1,"2021-10-11 15:10:05","R_1LpLihKR2QHYn1n",NA,NA,NA,NA,40.2162017822266,-76.8664016723633,"anonymous","EN",4,4,6,3,2,2,2,3,2,2,2,3,2,2,1,2,1,3,2,1,2,4,2,1,2,1,7,4,6,5,4,1,2,2,1,5,5,4,4,5,6,5,2,3,4,4,4,4,4,5,5,4,2,5,5,2,5,5,5,4,3,5,3,3,4,6,9,4,1,"RN",3,6,6,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"2a437161-f014-66dd-e5d5-4668e404928d","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,569,"anonymous",NA,5,0.577350269189626,0.5,"use"
"328",330,"2021-10-11 15:03:45","2021-10-11 15:10:07",0,"75.85.188.205",100,382,1,"2021-10-11 15:10:07","R_1NrKHRqTais8tez",NA,NA,NA,NA,33.0924072265625,-117.262405395508,"anonymous","EN",4,3,3,3,2,4,4,4,1,3,4,4,3,4,3,3,3,3,4,3,4,4,4,4,3,3,3,4,4,6,6,6,4,4,3,4,4,4,5,6,4,3,4,4,4,4,3,4,5,3,3,4,4,3,2,3,3,4,4,3,3,3,4,4,4,1,14,2,3,"Manager",2,5,8,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"","a67378c3-e3e1-ac94-26db-d262fb38255f",100245,"bzPEvqDgvTUIUeJ2U89a9Z-yJsg",3791,NA,NA,NA,NA,NA,382,"anonymous",NA,4,0.957427107756338,1.4142135623731,"use"
"329",331,"2021-10-11 15:05:04","2021-10-11 15:10:22",0,"66.214.18.115",100,317,1,"2021-10-11 15:10:23","R_OIlLx2ufdw4MXFn",NA,NA,NA,NA,33.7902984619141,-118.12149810791,"anonymous","EN",4,3,3,3,2,3,3,4,4,3,3,4,3,5,4,3,4,4,4,4,4,4,4,4,5,3,4,5,5,3,4,4,3,4,3,4,4,3,4,4,4,3,4,3,3,4,4,3,4,5,5,5,4,5,4,2,5,5,5,4,2,3,3,3,2,1,5,3,2,"Emergency Management ",3,3,7,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"4ec6fba0-34dd-0f8f-6014-cced1da9564d","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,317,"anonymous",NA,8,0.5,0.577350269189626,"use"
"330",332,"2021-10-11 15:02:37","2021-10-11 15:10:31",0,"64.20.147.226",100,473,1,"2021-10-11 15:10:31","R_2xQwaibNxzfio36",NA,NA,NA,NA,32.2507934570312,-80.8718032836914,"anonymous","EN",4,5,6,5,1,4,5,5,2,4,5,4,7,7,7,7,5,6,7,6,7,5,5,5,7,5,7,5,6,5,6,5,4,5,6,5,6,5,4,4,5,6,5,6,4,6,5,5,6,1,1,1,1,1,1,1,1,1,1,1,1,4,5,4,5,1,11,4,4,"full time",2,5,8,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"","a67378c3-e3e1-ac94-26db-d262fb38255f",100244,"bzPEvqDgvTUIUeJ2U89a9Z-yJsg",3774,NA,NA,NA,NA,NA,473,"anonymous",NA,12,0.957427107756338,1.4142135623731,"use"
"331",333,"2021-10-11 15:02:56","2021-10-11 15:11:07",0,"24.192.112.68",100,490,1,"2021-10-11 15:11:07","R_2xCZ5dTqhLGASYs",NA,NA,NA,NA,42.4263000488281,-82.9013977050781,"anonymous","EN",4,2,2,1,1,1,2,2,2,2,2,2,4,2,4,2,4,3,2,1,1,4,4,2,4,1,4,3,2,4,2,2,1,1,1,3,2,1,2,2,6,2,2,2,2,2,2,1,4,1,1,2,3,3,3,1,4,5,5,4,2,4,4,4,4,1,4,2,2,"Sales Associate/ cashier",4,2,3,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"8506afb0-7e22-b3ab-a004-982d123a1f5d","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,490,"anonymous",NA,6,0.5,0,"Flagged"
"332",334,"2021-10-11 15:06:19","2021-10-11 15:11:12",0,"172.56.26.3",100,292,1,"2021-10-11 15:11:12","R_ZL8F3xKW0AYZJ5L",NA,NA,NA,NA,30.3957977294922,-81.6893005371094,"anonymous","EN",4,4,6,3,3,4,4,3,4,2,4,3,6,6,4,4,4,4,3,3,5,5,4,5,6,6,4,5,5,5,5,5,4,4,3,4,5,4,4,5,5,5,5,4,3,4,5,5,4,5,5,5,3,5,4,2,5,5,5,2,2,3,4,4,4,2,9,2,2,"Cook",4,3,3,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"37507a55-9fac-840b-f6e1-4d7bdd96e4b8","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,292,"anonymous",NA,5,0.577350269189626,0.957427107756338,"Flagged"
"333",335,"2021-10-11 15:04:30","2021-10-11 15:11:19",0,"184.55.85.237",100,408,1,"2021-10-11 15:11:20","R_111Qi4MJhM9a9KJ",NA,NA,NA,NA,42.5601043701172,-87.875602722168,"anonymous","EN",4,5,7,5,5,5,5,4,2,4,5,5,6,1,7,7,7,6,6,6,7,7,7,7,7,7,7,6,6,6,6,5,4,5,3,5,3,6,6,6,5,6,6,5,6,6,6,6,6,5,5,5,2,4,4,2,4,4,4,2,1,1,1,1,1,2,10,2,2,"Home health care aide",4,7,3,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"e56267a1-f4f8-8a88-c415-504980f6914c","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,408,"anonymous",NA,7,1.5,1.25830573921179,"use"
"334",336,"2021-10-11 15:04:52","2021-10-11 15:11:37",0,"209.243.3.208",100,404,1,"2021-10-11 15:11:37","R_2w7c7ZJqBcISMt0",NA,NA,NA,NA,46.9208068847656,-98.745002746582,"anonymous","EN",4,4,7,4,2,4,4,4,3,3,3,4,5,6,6,6,6,3,4,7,6,6,6,6,6,6,6,5,4,3,4,4,3,5,6,3,4,5,4,4,5,5,5,4,4,6,6,5,6,5,5,5,3,5,5,3,5,5,5,5,2,4,2,4,2,1,10,1,2,"Homemaker",1,3,4,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"4038b1a5-7d46-432d-9e11-8613c2b73649","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,404,"anonymous",NA,7,0.5,0.577350269189626,"use"
"335",337,"2021-10-11 15:05:21","2021-10-11 15:11:37",0,"69.165.17.43",100,376,1,"2021-10-11 15:11:38","R_1NeUtPCPZZu3k0A",NA,NA,NA,NA,46.2785949707031,-96.0924987792969,"anonymous","EN",4,5,7,5,2,5,4,5,3,4,4,5,2,1,6,6,7,7,7,6,6,7,7,6,4,4,7,1,6,5,6,4,4,6,2,5,4,4,6,5,6,5,6,5,6,6,6,6,6,5,5,5,1,5,3,1,5,5,5,3,1,1,5,5,1,8,15,1,1,"independent contractor",4,3,4,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"510a8580-9ab4-7fc4-ac34-b22197c2f86d","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,376,"anonymous",NA,5,0.957427107756338,0.816496580927726,"use"
"336",338,"2021-10-11 15:05:11","2021-10-11 15:11:47",0,"69.14.234.217",100,395,1,"2021-10-11 15:11:47","R_2BkXkg7Ih1apv1K",NA,NA,NA,NA,42.2931060791016,-83.2547988891602,"anonymous","EN",4,4,6,4,4,4,4,3,3,3,3,3,5,7,6,6,6,7,7,5,6,7,7,6,5,4,5,5,7,5,5,6,3,4,5,5,3,4,5,5,5,5,4,4,4,5,6,5,5,5,5,5,4,5,4,2,5,5,5,5,2,3,4,3,3,1,8,2,2,"Nurse manager",3,5,1,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"07913f8c-72e6-cad3-3738-08baace17161","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,395,"anonymous",NA,5,0.957427107756338,0.5,"use"
"337",339,"2021-10-11 15:04:00","2021-10-11 15:11:52",0,"71.196.51.85",100,471,1,"2021-10-11 15:11:52","R_3qkRYS0bsKapfy2",NA,NA,NA,NA,25.8132019042969,-80.1862030029297,"anonymous","EN",4,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,2,2,1,1,1,1,3,3,3,3,6,10,1,5,"laborer",4,6,3,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"580ff921-3183-15b6-a995-ce24fb8e4bcc","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,471,"anonymous",NA,18,0,0,"Flagged"
"338",340,"2021-10-11 15:07:55","2021-10-11 15:12:17",0,"69.243.23.145",100,261,1,"2021-10-11 15:12:17","R_d08upsokF9pvke5",NA,NA,NA,NA,38.8892059326172,-76.9417037963867,"anonymous","EN",4,3,6,4,2,4,4,4,2,4,4,4,3,3,3,3,3,3,3,3,3,3,5,5,5,5,6,5,5,6,5,5,5,6,4,5,5,6,5,6,5,5,5,5,6,5,6,5,6,5,5,5,5,5,5,5,4,4,5,4,4,4,5,4,4,1,1,3,3,"Foodie",3,5,4,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"fc34a2d1-ac88-6a10-9265-951fb1f9ce3c","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,261,"anonymous",NA,10,0.577350269189626,1,"Flagged"
"339",341,"2021-10-11 15:03:54","2021-10-11 15:12:18",0,"70.177.179.56",100,503,1,"2021-10-11 15:12:18","R_3lG0za2SlRwoDEU",NA,NA,NA,NA,33.6194000244141,-111.955596923828,"anonymous","EN",4,4,6,3,2,4,3,4,4,4,4,4,4,4,4,4,5,6,4,6,6,6,7,7,4,6,5,6,7,4,4,5,4,5,5,6,4,4,5,5,4,5,6,4,5,5,4,5,5,5,5,5,2,5,4,3,4,3,4,2,2,1,1,3,1,1,7,3,5,"Buyer ",4,5,4,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"e5121f28-8b35-f088-b49c-28390f59e9c5","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,503,"anonymous",NA,9,0.577350269189626,0.5,"use"
"340",342,"2021-10-11 15:05:32","2021-10-11 15:12:21",0,"107.77.197.115",100,408,1,"2021-10-11 15:12:21","R_2rAyjU3tNRMEuOh",NA,NA,NA,NA,32.7796936035156,-96.8022003173828,"anonymous","EN",4,4,6,3,4,4,3,2,4,1,1,2,4,4,4,3,4,4,4,2,4,6,5,6,7,6,6,4,6,4,3,4,1,1,2,2,6,4,4,4,4,4,1,1,1,1,5,5,4,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,6,10,4,5,"CWS 11",4,5,7,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"fb107fe9-a1e9-851e-b65d-483bc8dec205","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,408,"anonymous",NA,9,1,1.29099444873581,"use"
"341",343,"2021-10-11 15:05:26","2021-10-11 15:12:24",0,"47.200.138.49",100,417,1,"2021-10-11 15:12:24","R_24eiptgc8Xfl8fS",NA,NA,NA,NA,27.9349975585938,-82.377197265625,"anonymous","EN",4,2,6,3,2,4,4,2,2,3,3,3,5,5,5,5,4,6,4,2,5,5,5,6,3,4,5,3,6,5,5,3,1,2,2,4,4,3,4,3,4,4,5,5,5,5,5,5,4,5,5,5,3,5,5,2,5,5,5,5,2,3,3,4,3,8,11,1,3,"It",4,3,3,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"4424f302-2f46-079f-82b6-c40fa9316cef","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,417,"anonymous",NA,6,0.577350269189626,0.957427107756338,"use"
"342",344,"2021-10-11 14:53:50","2021-10-11 15:12:45",0,"158.115.184.104",100,1134,1,"2021-10-11 15:12:45","R_2EoA2esKE6uePWT",NA,NA,NA,NA,33.9132995605469,-80.3587036132812,"anonymous","EN",4,4,2,2,2,4,4,3,5,4,3,4,6,7,6,5,7,2,6,5,4,7,7,6,7,1,7,6,7,4,4,2,1,4,1,4,4,5,5,3,5,4,3,4,5,6,6,4,5,5,5,5,5,5,2,1,3,3,2,2,2,4,5,4,3,2,14,3,2,"Parts Advisor ",4,6,3,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"29649300-f40d-a742-c2b4-a44fe5c996d8","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,1134,"anonymous",NA,6,0.957427107756338,0.816496580927726,"use"
"343",345,"2021-10-11 16:32:08","2021-10-11 16:37:14",0,"67.20.129.13",100,305,1,"2021-10-11 16:37:14","R_2U63C9Dn61PFBVO",NA,NA,NA,NA,32.4826965332031,-80.978401184082,"anonymous","EN",4,5,6,5,1,5,4,5,1,4,5,4,6,5,6,5,7,6,5,6,7,5,5,7,5,7,6,4,6,6,6,5,5,4,6,5,6,6,5,6,4,5,1,2,4,5,6,4,3,5,4,5,4,3,5,4,5,4,5,4,4,5,4,5,4,1,11,2,1,"Sr Manager",1,5,8,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"","a67378c3-e3e1-ac94-26db-d262fb38255f",100252,"bzPEvqDgvTUIUeJ2U89a9Z-yJsg",3910,NA,NA,NA,NA,NA,305,"anonymous",NA,3,0.5,1.73205080756888,"use"
"344",346,"2021-10-11 16:30:19","2021-10-11 16:39:36",0,"71.204.60.20",100,557,1,"2021-10-11 16:39:36","R_WD3dGzFvYt3CaGZ",NA,NA,NA,NA,33.7666931152344,-84.3363037109375,"anonymous","EN",4,3,3,4,2,4,4,3,4,3,4,3,6,7,6,6,6,5,6,6,6,7,6,6,6,6,7,5,6,4,5,4,3,4,4,5,3,5,5,4,5,4,4,4,5,5,5,4,5,5,5,5,2,5,4,2,3,2,2,2,2,2,2,2,1,7,10,1,2,"Nursing aid",4,7,7,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"9fd9afe1-3f53-9580-7c55-98f27615390c","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,557,"anonymous",NA,7,0.957427107756338,0.577350269189626,"use"
"345",347,"2021-10-11 16:32:59","2021-10-11 16:39:50",0,"68.104.119.159",100,411,1,"2021-10-11 16:39:50","R_3knbAbE7shxvY1y",NA,NA,NA,NA,36.2624969482422,-115.173202514648,"anonymous","EN",4,5,7,4,3,5,5,4,4,4,3,5,4,5,4,5,5,4,7,2,2,7,6,7,7,7,4,7,5,6,3,6,3,1,5,5,6,2,6,5,5,6,6,4,6,6,6,6,6,5,5,5,2,5,5,3,5,5,5,5,2,4,2,2,3,1,7,3,1,"Exec director",1,5,8,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"31104a71-d714-4d41-b5c5-7d3b6d60929c","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,411,"anonymous",NA,5,1.89296944860009,0.5,"use"
"346",348,"2021-10-11 16:36:18","2021-10-11 16:39:50",0,"173.66.127.25",100,211,1,"2021-10-11 16:39:50","R_svzaf4Q8OilzEOZ",NA,NA,NA,NA,38.9205932617188,-76.8787002563477,"anonymous","EN",4,3,6,3,3,2,4,4,2,5,2,2,3,3,4,4,5,4,3,2,4,6,4,4,3,2,4,3,5,3,3,3,2,3,4,4,4,3,3,3,3,2,3,4,4,4,3,3,3,2,2,3,3,2,3,4,4,3,3,4,3,2,1,2,3,5,4,4,2,"Customer service",3,3,7,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"abb50d90-1031-0122-1024-3a9e6b18997c","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,211,"anonymous",NA,4,0.5,1.25830573921179,"Flagged"
"347",349,"2021-10-11 16:32:16","2021-10-11 16:40:02",0,"172.58.188.41",100,465,1,"2021-10-11 16:40:02","R_1KkYtyQwezMlbcH",NA,NA,NA,NA,38.9172058105469,-77.0708999633789,"anonymous","EN",4,5,7,5,2,5,4,5,2,5,4,5,7,7,7,6,7,6,7,7,6,7,7,7,7,6,7,7,7,6,5,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,5,6,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,1,5,3,1,"30",3,3,7,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"","a67378c3-e3e1-ac94-26db-d262fb38255f",100253,"bzPEvqDgvTUIUeJ2U89a9Z-yJsg",3927,NA,NA,NA,NA,NA,465,"anonymous",NA,12,0,1.4142135623731,"Flagged"
